"gene.symbol","description","entrezgene"
"CYP1A2","cytochrome P450 family 1 subfamily A member 2 [KO:K07409] [EC:1.14.14.1]","1544"
"SULT1A2","sulfotransferase family 1A member 2 [KO:K01014] [EC:2.8.2.1]","6799"
"SULT1A1","sulfotransferase family 1A member 1 [KO:K01014] [EC:2.8.2.1]","6817"
"SULT1A3","sulfotransferase family 1A member 3 [KO:K01014] [EC:2.8.2.1]","6818"
"SULT1A4","sulfotransferase family 1A member 4 [KO:K01014] [EC:2.8.2.1]","445329"
"CYP2C8","cytochrome P450 family 2 subfamily C member 8 [KO:K17718] [EC:1.14.14.1]","1558"
"CYP2C9","cytochrome P450 family 2 subfamily C member 9 [KO:K17719] [EC:1.14.14.- 1.14.14.53 1.14.14.52 1.14.14.51]","1559"
"CYP2C18","cytochrome P450 family 2 subfamily C member 18 [KO:K17720] [EC:1.14.14.1]","1562"
"CYP2C19","cytochrome P450 family 2 subfamily C member 19 [KO:K17721] [EC:1.14.14.- 1.14.14.75 1.14.14.53 1.14.14.52 1.14.14.51]","1557"
"EPHX1","epoxide hydrolase 1 [KO:K01253] [EC:3.3.2.9]","2052"
"GSTK1","glutathione S-transferase kappa 1 [KO:K13299] [EC:2.5.1.18]","373156"
"HPGDS","hematopoietic prostaglandin D synthase [KO:K04097] [EC:2.5.1.18 5.3.99.2]","27306"
"SULT2A1","sulfotransferase family 2A member 1 [KO:K11822] [EC:2.8.2.14]","6822"
"CHRNA7","cholinergic receptor nicotinic alpha 7 subunit [KO:K04809]","1139"
"CBR1","carbonyl reductase 1 [KO:K00079] [EC:1.1.1.197 1.1.1.189 1.1.1.184]","873"
"HSD11B1","hydroxysteroid 11-beta dehydrogenase 1 [KO:K15680] [EC:1.1.1.146]","3290"
"CYP2A6","cytochrome P450 family 2 subfamily A member 6 [KO:K17683] [EC:1.14.13.-]","1548"
"CYP2A13","cytochrome P450 family 2 subfamily A member 13 [KO:K17685] [EC:1.14.14.1]","1553"
"UGT2A1","UDP glucuronosyltransferase family 2 member A1 complex locus [KO:K00699] [EC:2.4.1.17]","10941"
"UGT2A3","UDP glucuronosyltransferase family 2 member A3 [KO:K00699] [EC:2.4.1.17]","79799"
"UGT2B17","UDP glucuronosyltransferase family 2 member B17 [KO:K00699] [EC:2.4.1.17]","7367"
"UGT2B11","UDP glucuronosyltransferase family 2 member B11 [KO:K00699] [EC:2.4.1.17]","10720"
"UGT2B28","UDP glucuronosyltransferase family 2 member B28 [KO:K00699] [EC:2.4.1.17]","54490"
"UGT1A6","UDP glucuronosyltransferase family 1 member A6 [KO:K00699] [EC:2.4.1.17]","54578"
"UGT1A4","UDP glucuronosyltransferase family 1 member A4 [KO:K00699] [EC:2.4.1.17]","54657"
"UGT1A1","UDP glucuronosyltransferase family 1 member A1 [KO:K00699] [EC:2.4.1.17]","54658"
"UGT1A3","UDP glucuronosyltransferase family 1 member A3 [KO:K00699] [EC:2.4.1.17]","54659"
"UGT2B10","UDP glucuronosyltransferase family 2 member B10 [KO:K00699] [EC:2.4.1.17]","7365"
"UGT1A9","UDP glucuronosyltransferase family 1 member A9 [KO:K00699] [EC:2.4.1.17]","54600"
"UGT2B7","UDP glucuronosyltransferase family 2 member B7 [KO:K00699] [EC:2.4.1.17]","7364"
"UGT1A10","UDP glucuronosyltransferase family 1 member A10 [KO:K00699] [EC:2.4.1.17]","54575"
"UGT1A8","UDP glucuronosyltransferase family 1 member A8 [KO:K00699] [EC:2.4.1.17]","54576"
"UGT1A5","UDP glucuronosyltransferase family 1 member A5 [KO:K00699] [EC:2.4.1.17]","54579"
"UGT2B15","UDP glucuronosyltransferase family 2 member B15 [KO:K00699] [EC:2.4.1.17]","7366"
"UGT1A7","UDP glucuronosyltransferase family 1 member A7 [KO:K00699] [EC:2.4.1.17]","54577"
"UGT2B4","UDP glucuronosyltransferase family 2 member B4 [KO:K00699] [EC:2.4.1.17]","7363"
"UGT2A2","UDP glucuronosyltransferase family 2 member A2 [KO:K00699] [EC:2.4.1.17]","574537"
"CYP2E1","cytochrome P450 family 2 subfamily E member 1 [KO:K07415] [EC:1.14.13.-]","1571"
"ALDH3B1","aldehyde dehydrogenase 3 family member B1 [KO:K00129] [EC:1.2.1.5]","221"
"ALDH3B2","aldehyde dehydrogenase 3 family member B2 [KO:K00129] [EC:1.2.1.5]","222"
"ALDH1A3","aldehyde dehydrogenase 1 family member A3 [KO:K00129] [EC:1.2.1.5]","220"
"ALDH3A1","aldehyde dehydrogenase 3 family member A1 [KO:K00129] [EC:1.2.1.5]","218"
"ADH1A","alcohol dehydrogenase 1A (class I), alpha polypeptide [KO:K13951] [EC:1.1.1.1]","124"
"ADH1B","alcohol dehydrogenase 1B (class I), beta polypeptide [KO:K13951] [EC:1.1.1.1]","125"
"ADH1C","alcohol dehydrogenase 1C (class I), gamma polypeptide [KO:K13951] [EC:1.1.1.1]","126"
"ADH7","alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide [KO:K13951] [EC:1.1.1.1]","131"
"ADH4","alcohol dehydrogenase 4 (class II), pi polypeptide [KO:K13980] [EC:1.1.1.1]","127"
"ADH6","alcohol dehydrogenase 6 (class V) [KO:K13952] [EC:1.1.1.1]","130"
"ADH5","alcohol dehydrogenase 5 (class III), chi polypeptide [KO:K00121] [EC:1.1.1.1 1.1.1.284]","128"
"KYAT3","kynurenine aminotransferase 3 [KO:K00816] [EC:2.6.1.64 4.4.1.13 2.6.1.7]","56267"
"KYAT1","kynurenine aminotransferase 1 [KO:K00816] [EC:2.6.1.64 4.4.1.13 2.6.1.7]","883"
"AKR1C2","aldo-keto reductase family 1 member C2 [KO:K00089] [EC:1.1.1.357 1.1.1.213]","1646"
"ATF2","activating transcription factor 2 [KO:K04450]","1386"
"ATF6B","activating transcription factor 6 beta [KO:K09049]","1388"
"DDB1","damage specific DNA binding protein 1 [KO:K10610]","1642"
"YWHAZ","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta [KO:K16197]","7534"
"YWHAB","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein beta [KO:K16197]","7529"
"YWHAQ","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein theta [KO:K16197]","10971"
"YWHAE","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon [KO:K06630]","7531"
"YWHAH","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein eta [KO:K16198]","7533"
"YWHAG","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein gamma [KO:K16198]","7532"
"HPN","hepsin [KO:K08665] [EC:3.4.21.106]","3249"
"REL","REL proto-oncogene, NF-kB subunit [KO:K09254]","5966"
"EGR2","early growth response 2 [KO:K12496]","1959"
"EGR3","early growth response 3 [KO:K12497]","1960"
"VDAC3","voltage dependent anion channel 3 [KO:K15041]","7419"
"LTBR","lymphotoxin beta receptor [KO:K03159]","4055"
"SP100","SP100 nuclear antigen [KO:K15413]","6672"
"DDX3X","DEAD-box helicase 3 X-linked [KO:K11594] [EC:3.6.4.13]","1654"
"EIF2AK2","eukaryotic translation initiation factor 2 alpha kinase 2 [KO:K16195] [EC:2.7.11.1]","5610"
"TRADD","TNFRSF1A associated via death domain [KO:K03171]","8717"
"CDK1","cyclin dependent kinase 1 [KO:K02087] [EC:2.7.11.23 2.7.11.22]","983"
"TBPL2","TATA-box binding protein like 2 [KO:K03120]","387332"
"TBPL1","TATA-box binding protein like 1 [KO:K03120]","9519"
"TBP","TATA-box binding protein [KO:K03120]","6908"
"USP7","ubiquitin specific peptidase 7 [KO:K11838] [EC:3.4.19.12]","7874"
"RBPJL","recombination signal binding protein for immunoglobulin kappa J region like [KO:K06053]","11317"
"RBPJ","recombination signal binding protein for immunoglobulin kappa J region [KO:K06053]","3516"
"SNW1","SNW domain containing 1 [KO:K06063]","22938"
"GTF2H1","general transcription factor IIH subunit 1 [KO:K03141]","2965"
"GTF2H2","general transcription factor IIH subunit 2 [KO:K03142]","2966"
"GTF2H2C_2","GTF2H2 family member C, copy 2 [KO:K03142]","730394"
"GTF2H2C","GTF2H2 family member C [KO:K03142]","728340"
"GTF2H3","general transcription factor IIH subunit 3 [KO:K03143]","2967"
"GTF2H4","general transcription factor IIH subunit 4 [KO:K03144]","2968"
"GTF2E1","general transcription factor IIE subunit 1 [KO:K03136]","2960"
"GTF2E2","general transcription factor IIE subunit 2 [KO:K03137]","2961"
"SND1","staphylococcal nuclease and tudor domain containing 1 [KO:K15979]","27044"
"GTF2B","general transcription factor IIB [KO:K03124]","2959"
"CCND3","cyclin D3 [KO:K10152]","896"
"CCNA2","cyclin A2 [KO:K06627]","890"
"MRPS18B","mitochondrial ribosomal protein S18B [KO:K16174]","28973"
"LYN","LYN proto-oncogene, Src family tyrosine kinase [KO:K05854] [EC:2.7.10.2]","4067"
"SYK","spleen associated tyrosine kinase [KO:K05855] [EC:2.7.10.2]","6850"
"UBE3A","ubiquitin protein ligase E3A [KO:K10587] [EC:2.3.2.26]","7337"
"DLG1","discs large MAGUK scaffold protein 1 [KO:K12076]","1739"
"SCRIB","scribbled planar cell polarity protein [KO:K16175]","23513"
"IRF3","interferon regulatory factor 3 [KO:K05411]","3661"
"PSMC1","proteasome 26S subunit, ATPase 1 [KO:K03062]","5700"
"RBL1","RB transcriptional corepressor like 1 [KO:K04681]","5933"
"RBL2","RB transcriptional corepressor like 2 [KO:K16332]","5934"
"UBR4","ubiquitin protein ligase E3 component n-recognin 4 [KO:K10691] [EC:2.3.2.27]","23352"
"CHD4","chromodomain helicase DNA binding protein 4 [KO:K11643] [EC:3.6.4.12]","1108"
"HDAC3","histone deacetylase 3 [KO:K11404] [EC:3.5.1.98]","8841"
"HDAC5","histone deacetylase 5 [KO:K11406] [EC:3.5.1.98]","10014"
"HDAC6","histone deacetylase 6 [KO:K11407] [EC:3.5.1.98]","10013"
"HDAC7","histone deacetylase 7 [KO:K11408] [EC:3.5.1.98]","51564"
"HDAC8","histone deacetylase 8 [KO:K11405] [EC:3.5.1.98]","55869"
"HDAC9","histone deacetylase 9 [KO:K11409] [EC:3.5.1.98]","9734"
"HDAC10","histone deacetylase 10 [KO:K18671] [EC:3.5.1.98]","83933"
"HDAC11","histone deacetylase 11 [KO:K11418] [EC:3.5.1.98]","79885"
"IRF9","interferon regulatory factor 9 [KO:K04693]","10379"
"DNAJA3","DnaJ heat shock protein family (Hsp40) member A3 [KO:K09504]","9093"
"KAT2B","lysine acetyltransferase 2B [KO:K06062] [EC:2.3.1.48]","8850"
"KAT2A","lysine acetyltransferase 2A [KO:K06062] [EC:2.3.1.48]","2648"
"GTF2A1L","general transcription factor IIA subunit 1 like [KO:K03122]","11036"
"GTF2A1","general transcription factor IIA subunit 1 [KO:K03122]","2957"
"GTF2A2","general transcription factor IIA subunit 2 [KO:K03123]","2958"
"SRF","serum response factor [KO:K04378]","6722"
"RASA2","RAS p21 protein activator 2 [KO:K08053]","5922"
"GSN","gelsolin [KO:K05768]","2934"
"SCIN","scinderin [KO:K05768]","85477"
"CHEK1","checkpoint kinase 1 [KO:K02216] [EC:2.7.11.1]","1111"
"CDC20","cell division cycle 20 [KO:K03363]","991"
"MAD1L1","mitotic arrest deficient 1 like 1 [KO:K06679]","8379"
"VAC14","Vac14, PIKFYVE complex component [KO:K15305]","55697"
"RANBP1","RAN binding protein 1 [KO:K15306]","5902"
"POLB","DNA polymerase beta [KO:K02330] [EC:4.2.99.- 2.7.7.7]","5423"
"IRF7","interferon regulatory factor 7 [KO:K09447]","3665"
"IL6ST","interleukin 6 signal transducer [KO:K05060]","3572"
"CCR5","C-C motif chemokine receptor 5 (gene/pseudogene) [KO:K04180]","1234"
"CCR8","C-C motif chemokine receptor 8 [KO:K04183]","1237"
"CCR3","C-C motif chemokine receptor 3 [KO:K04178]","1232"
"CCR4","C-C motif chemokine receptor 4 [KO:K04179]","1233"
"MAPKAPK2","mitogen-activated protein kinase-activated protein kinase 2 [KO:K04443] [EC:2.7.11.1]","9261"
"SIN3A","SIN3 transcription regulator family member A [KO:K11644]","25942"
"NCOR1","nuclear receptor corepressor 1 [KO:K04650]","9611"
"TCF3","transcription factor 3 [KO:K09063]","6929"
"PBX1","PBX homeobox 1 [KO:K09355]","5087"
"ETV6","ETS variant 6 [KO:K03211]","2120"
"ETV7","ETS variant 7 [KO:K03211]","51513"
"KMT2A","lysine methyltransferase 2A [KO:K09186] [EC:2.1.1.43]","4297"
"AFF1","AF4/FMR2 family member 1 [KO:K15184]","4299"
"CDK9","cyclin dependent kinase 9 [KO:K02211] [EC:2.7.11.23 2.7.11.22]","1025"
"CCNT1","cyclin T1 [KO:K15188]","904"
"CCNT2","cyclin T2 [KO:K15188]","905"
"MLLT1","MLLT1, super elongation complex subunit [KO:K15187]","4298"
"MLLT3","MLLT3, super elongation complex subunit [KO:K15187]","4300"
"DOT1L","DOT1 like histone lysine methyltransferase [KO:K11427] [EC:2.1.1.43]","84444"
"LMO2","LIM domain only 2 [KO:K15612]","4005"
"PBX3","PBX homeobox 3 [KO:K15610]","5090"
"RUNX2","runt related transcription factor 2 [KO:K09278]","860"
"SMAD1","SMAD family member 1 [KO:K04676]","4086"
"KLF3","Kruppel like factor 3 [KO:K15605]","51274"
"HOXA9","homeobox A9 [KO:K21950]","3205"
"HOXA10","homeobox A10 [KO:K17443]","3206"
"JMJD1C","jumonji domain containing 1C [KO:K11449] [EC:1.14.11.-]","221037"
"KDM6A","lysine demethylase 6A [KO:K11447] [EC:1.14.11.-]","7403"
"UTY","ubiquitously transcribed tetratricopeptide repeat containing, Y-linked [KO:K11447] [EC:1.14.11.-]","7404"
"SUPT3H","SPT3 homolog, SAGA and STAGA complex component [KO:K11313]","8464"
"PROM1","prominin 1 [KO:K06532]","8842"
"BMP2K","BMP2 inducible kinase [KO:K08854] [EC:2.7.11.1]","55589"
"CDK14","cyclin dependent kinase 14 [KO:K08821] [EC:2.7.11.22]","5218"
"MEIS1","Meis homeobox 1 [KO:K15613]","4211"
"HOXA11","homeobox A11 [KO:K21951]","3207"
"SIX1","SIX homeobox 1 [KO:K15614]","6495"
"SIX4","SIX homeobox 4 [KO:K15615]","51804"
"EYA1","EYA transcriptional coactivator and phosphatase 1 [KO:K15616] [EC:3.1.3.48]","2138"
"CDKN2C","cyclin dependent kinase inhibitor 2C [KO:K06622]","1031"
"HPGD","15-hydroxyprostaglandin dehydrogenase [KO:K00069] [EC:1.1.1.141]","3248"
"GRIA3","glutamate ionotropic receptor AMPA type subunit 3 [KO:K05199]","2892"
"FUT8","fucosyltransferase 8 [KO:K00717] [EC:2.4.1.68]","2530"
"TLX3","T cell leukemia homeobox 3 [KO:K15607]","30012"
"TLX1","T cell leukemia homeobox 1 [KO:K09340]","3195"
"BCL11B","BCL11B, BAF complex component [KO:K22046]","64919"
"LDB1","LIM domain binding 1 [KO:K15617]","8861"
"LYL1","LYL1, basic helix-loop-helix family member [KO:K15604]","4066"
"HHEX","hematopoietically expressed homeobox [KO:K08024]","3087"
"PTCRA","pre T cell antigen receptor alpha [KO:K06056]","171558"
"BCL6","BCL6, transcription repressor [KO:K15618]","604"
"NSD2","nuclear receptor binding SET domain protein 2 [KO:K11424] [EC:2.1.1.43]","7468"
"PAX5","paired box 5 [KO:K09383]","5079"
"ETV1","ETS variant 1 [KO:K09431]","2115"
"ETV4","ETS variant 4 [KO:K15592]","2118"
"ELK4","ELK4, ETS transcription factor [KO:K04376]","2005"
"MYCN","MYCN proto-oncogene, bHLH transcription factor [KO:K09109]","4613"
"NGFR","nerve growth factor receptor [KO:K02583]","4804"
"MEN1","menin 1 [KO:K14970]","4221"
"EWSR1","EWS RNA binding protein 1 [KO:K13209]","2130"
"FLI1","Fli-1 proto-oncogene, ETS transcription factor [KO:K09436]","2313"
"ID2","inhibitor of DNA binding 2 [KO:K17693]","3398"
"IGFBP3","insulin like growth factor binding protein 3 [KO:K10138]","3486"
"FEV","FEV, ETS transcription factor [KO:K09437]","54738"
"ATF1","activating transcription factor 1 [KO:K09053]","466"
"WT1","Wilms tumor 1 [KO:K09234]","7490"
"IL2RB","interleukin 2 receptor subunit beta [KO:K05069]","3560"
"BAIAP3","BAI1 associated protein 3 [KO:K15621]","8938"
"TSPAN7","tetraspanin 7 [KO:K06571]","7102"
"MLF1","myeloid leukemia factor 1 [KO:K15622]","4291"
"NR4A3","nuclear receptor subfamily 4 group A member 3 [KO:K08559]","8013"
"TAF15","TATA-box binding protein associated factor 15 [KO:K14651]","8148"
"FUS","FUS RNA binding protein [KO:K13098]","2521"
"DDIT3","DNA damage inducible transcript 3 [KO:K04452]","1649"
"CEBPB","CCAAT enhancer binding protein beta [KO:K10048]","1051"
"NFKBIZ","NFKB inhibitor zeta [KO:K14242]","64332"
"SS18","SS18, nBAF chromatin remodeling complex subunit [KO:K15623]","6760"
"SSX1","SSX family member 1 [KO:K15624]","6756"
"SSX2","SSX family member 2 [KO:K15625]","6757"
"SSX2B","SSX family member 2B [KO:K15625]","727837"
"NUPR1","nuclear protein 1, transcriptional regulator [KO:K15626]","26471"
"ASPSCR1","ASPSCR1, UBX domain containing tether for SLC2A4 [KO:K15627]","79058"
"DEFA3","defensin alpha 3 [KO:K05230]","1668"
"PAX3","paired box 3 [KO:K09381]","5077"
"PAX7","paired box 7 [KO:K09381]","5081"
"F2","coagulation factor II, thrombin [KO:K01313] [EC:3.4.21.5]","2147"
"F2R","coagulation factor II thrombin receptor [KO:K03914]","2149"
"F2RL3","F2R like thrombin or trypsin receptor 3 [KO:K04236]","9002"
"LPAR1","lysophosphatidic acid receptor 1 [KO:K04289]","1902"
"LPAR2","lysophosphatidic acid receptor 2 [KO:K04291]","9170"
"LPAR3","lysophosphatidic acid receptor 3 [KO:K04294]","23566"
"LPAR4","lysophosphatidic acid receptor 4 [KO:K04275]","2846"
"LPAR5","lysophosphatidic acid receptor 5 [KO:K08390]","57121"
"LPAR6","lysophosphatidic acid receptor 6 [KO:K04273]","10161"
"AGTR1","angiotensin II receptor type 1 [KO:K04166]","185"
"GNA12","G protein subunit alpha 12 [KO:K04346]","2768"
"GNA13","G protein subunit alpha 13 [KO:K04639]","10672"
"ARHGEF11","Rho guanine nucleotide exchange factor 11 [KO:K12331]","9826"
"PLEKHG5","pleckstrin homology and RhoGEF domain containing G5 [KO:K19464]","57449"
"CXCR4","C-X-C motif chemokine receptor 4 [KO:K04189]","7852"
"GNAI1","G protein subunit alpha i1 [KO:K04630]","2770"
"GNAI3","G protein subunit alpha i3 [KO:K04630]","2773"
"GNAI2","G protein subunit alpha i2 [KO:K04630]","2771"
"PTGER1","prostaglandin E receptor 1 [KO:K04258]","5731"
"PTGER2","prostaglandin E receptor 2 [KO:K04259]","5732"
"PTGER3","prostaglandin E receptor 3 [KO:K04260]","5733"
"PTGER4","prostaglandin E receptor 4 [KO:K04261]","5734"
"GNB1","G protein subunit beta 1 [KO:K04536]","2782"
"GNB2","G protein subunit beta 2 [KO:K04537]","2783"
"GNB3","G protein subunit beta 3 [KO:K07825]","2784"
"GNB4","G protein subunit beta 4 [KO:K04538]","59345"
"GNB5","G protein subunit beta 5 [KO:K04539]","10681"
"GNG2","G protein subunit gamma 2 [KO:K07826]","54331"
"GNG3","G protein subunit gamma 3 [KO:K04540]","2785"
"GNG4","G protein subunit gamma 4 [KO:K04541]","2786"
"GNG5","G protein subunit gamma 5 [KO:K04542]","2787"
"GNG7","G protein subunit gamma 7 [KO:K04543]","2788"
"GNG8","G protein subunit gamma 8 [KO:K04544]","94235"
"GNG10","G protein subunit gamma 10 [KO:K04545]","2790"
"GNG11","G protein subunit gamma 11 [KO:K04546]","2791"
"GNG12","G protein subunit gamma 12 [KO:K04347]","55970"
"GNG13","G protein subunit gamma 13 [KO:K04547]","51764"
"GNGT1","G protein subunit gamma transducin 1 [KO:K04548]","2792"
"GNGT2","G protein subunit gamma transducin 2 [KO:K04549]","2793"
"KNG1","kininogen 1 [KO:K03898]","3827"
"BDKRB1","bradykinin receptor B1 [KO:K03915]","623"
"BDKRB2","bradykinin receptor B2 [KO:K03916]","624"
"EDNRA","endothelin receptor type A [KO:K04197]","1909"
"EDNRB","endothelin receptor type B [KO:K04198]","1910"
"GNAQ","G protein subunit alpha q [KO:K04634]","2776"
"GNA11","G protein subunit alpha 11 [KO:K04635]","2767"
"PLCB1","phospholipase C beta 1 [KO:K05858] [EC:3.1.4.11]","23236"
"PLCB2","phospholipase C beta 2 [KO:K05858] [EC:3.1.4.11]","5330"
"PLCB3","phospholipase C beta 3 [KO:K05858] [EC:3.1.4.11]","5331"
"PLCB4","phospholipase C beta 4 [KO:K05858] [EC:3.1.4.11]","5332"
"IL7","interleukin 7 [KO:K05431]","3574"
"EPO","erythropoietin [KO:K05437]","2056"
"IL2RA","interleukin 2 receptor subunit alpha [KO:K05068]","3559"
"IL3RA","interleukin 3 receptor subunit alpha [KO:K04737]","3563"
"CSF2RB","colony stimulating factor 2 receptor beta common subunit [KO:K04738]","1439"
"IL5RA","interleukin 5 receptor subunit alpha [KO:K05067]","3568"
"IL6R","interleukin 6 receptor [KO:K05055]","3570"
"IL13RA1","interleukin 13 receptor subunit alpha 1 [KO:K05076]","3597"
"IL15RA","interleukin 15 receptor subunit alpha [KO:K05074]","3601"
"EPOR","erythropoietin receptor [KO:K05079]","2057"
"IFNAR1","interferon alpha and beta receptor subunit 1 [KO:K05130]","3454"
"IFNAR2","interferon alpha and beta receptor subunit 2 [KO:K05131]","3455"
"RASGRP1","RAS guanyl releasing protein 1 [KO:K04350]","10125"
"RASGRP2","RAS guanyl releasing protein 2 [KO:K12361]","10235"
"RASGRP3","RAS guanyl releasing protein 3 [KO:K12362]","25780"
"RASGRP4","RAS guanyl releasing protein 4 [KO:K12363]","115727"
"JAK2","Janus kinase 2 [KO:K04447] [EC:2.7.10.2]","3717"
"STAT2","signal transducer and activator of transcription 2 [KO:K11221]","6773"
"VEGFB","vascular endothelial growth factor B [KO:K16858]","7423"
"PGF","placental growth factor [KO:K16859]","5228"
"VEGFC","vascular endothelial growth factor C [KO:K05449]","7424"
"VEGFD","vascular endothelial growth factor D [KO:K05449]","2277"
"KITLG","KIT ligand [KO:K05461]","4254"
"FLT3LG","fms related tyrosine kinase 3 ligand [KO:K05454]","2323"
"FGFR4","fibroblast growth factor receptor 4 [KO:K05095] [EC:2.7.10.1]","2264"
"CSF2RA","colony stimulating factor 2 receptor alpha subunit [KO:K05066]","1438"
"CSF3R","colony stimulating factor 3 receptor [KO:K05061]","1441"
"SKP1","S-phase kinase associated protein 1 [KO:K03094]","6500"
"CUL1","cullin 1 [KO:K03347]","8454"
"FADD","Fas associated via death domain [KO:K02373]","8772"
"CASP7","caspase 7 [KO:K04397] [EC:3.4.22.60]","840"
"BTRC","beta-transducin repeat containing E3 ubiquitin protein ligase [KO:K03362]","8945"
"FBXW11","F-box and WD repeat domain containing 11 [KO:K03362]","23291"
"GNAO1","G protein subunit alpha o1 [KO:K04534]","2775"
"PTK2B","protein tyrosine kinase 2 beta [KO:K05871] [EC:2.7.10.2]","2185"
"PPP3CA","protein phosphatase 3 catalytic subunit alpha [KO:K04348] [EC:3.1.3.16]","5530"
"PPP3CB","protein phosphatase 3 catalytic subunit beta [KO:K04348] [EC:3.1.3.16]","5532"
"PPP3CC","protein phosphatase 3 catalytic subunit gamma [KO:K04348] [EC:3.1.3.16]","5533"
"PPP3R1","protein phosphatase 3 regulatory subunit B, alpha [KO:K06268]","5534"
"PPP3R2","protein phosphatase 3 regulatory subunit B, beta [KO:K06268]","5535"
"NFATC2","nuclear factor of activated T cells 2 [KO:K17332]","4773"
"NFATC3","nuclear factor of activated T cells 3 [KO:K17333]","4775"
"NFATC4","nuclear factor of activated T cells 4 [KO:K17334]","4776"
"LIMK1","LIM domain kinase 1 [KO:K05743] [EC:2.7.11.1]","3984"
"LIMK2","LIM domain kinase 2 [KO:K05744] [EC:2.7.11.1]","3985"
"CFL1","cofilin 1 [KO:K05765]","1072"
"CFL2","cofilin 2 [KO:K05765]","1073"
"TNFRSF1B","TNF receptor superfamily member 1B [KO:K05141]","7133"
"MYD88","MYD88, innate immune signal transduction adaptor [KO:K04729]","4615"
"IRAK4","interleukin 1 receptor associated kinase 4 [KO:K04733] [EC:2.7.11.1]","51135"
"IRAK1","interleukin 1 receptor associated kinase 1 [KO:K04730] [EC:2.7.11.1]","3654"
"TAB1","TGF-beta activated kinase 1 (MAP3K7) binding protein 1 [KO:K04403]","10454"
"TAB2","TGF-beta activated kinase 1 (MAP3K7) binding protein 2 [KO:K04404]","23118"
"IFNB1","interferon beta 1 [KO:K05415]","3456"
"CGAS","cyclic GMP-AMP synthase [KO:K17834] [EC:2.7.7.86]","115004"
"TMEM173","transmembrane protein 173 [KO:K12654]","340061"
"TBK1","TANK binding kinase 1 [KO:K05410] [EC:2.7.11.10]","29110"
"APOBEC3H","apolipoprotein B mRNA editing enzyme catalytic subunit 3H [KO:K18750] [EC:3.5.4.-]","164668"
"APOBEC3F","apolipoprotein B mRNA editing enzyme catalytic subunit 3F [KO:K18750] [EC:3.5.4.-]","200316"
"APOBEC3A_B","APOBEC3A and APOBEC3B deletion hybrid [KO:K18750] [EC:3.5.4.-]","100913187"
"APOBEC3D","apolipoprotein B mRNA editing enzyme catalytic subunit 3D [KO:K18750] [EC:3.5.4.-]","140564"
"APOBEC3A","apolipoprotein B mRNA editing enzyme catalytic subunit 3A [KO:K18750] [EC:3.5.4.-]","200315"
"APOBEC3C","apolipoprotein B mRNA editing enzyme catalytic subunit 3C [KO:K18750] [EC:3.5.4.-]","27350"
"APOBEC3G","apolipoprotein B mRNA editing enzyme catalytic subunit 3G [KO:K18750] [EC:3.5.4.-]","60489"
"APOBEC3B","apolipoprotein B mRNA editing enzyme catalytic subunit 3B [KO:K18750] [EC:3.5.4.-]","9582"
"SAMHD1","SAM and HD domain containing deoxynucleoside triphosphate triphosphohydrolase 1 [KO:K22544] [EC:3.1.5.-]","25939"
"TRIM5","tripartite motif containing 5 [KO:K10648] [EC:2.3.2.27]","85363"
"BST2","bone marrow stromal cell antigen 2 [KO:K06731]","684"
"RIPK1","receptor interacting serine/threonine kinase 1 [KO:K02861] [EC:2.7.11.1]","8737"
"MAP2K3","mitogen-activated protein kinase kinase 3 [KO:K04432] [EC:2.7.12.2]","5606"
"CD3G","CD3g molecule [KO:K06452]","917"
"CD247","CD247 molecule [KO:K06453]","919"
"TAPBP","TAP binding protein [KO:K08058]","6892"
"PDIA3","protein disulfide isomerase family A member 3 [KO:K08056] [EC:5.3.4.1]","2923"
"CALR","calreticulin [KO:K08057]","811"
"AP1B1","adaptor related protein complex 1 subunit beta 1 [KO:K12392]","162"
"AP1G1","adaptor related protein complex 1 subunit gamma 1 [KO:K12391]","164"
"AP1G2","adaptor related protein complex 1 subunit gamma 2 [KO:K12391]","8906"
"AP1M1","adaptor related protein complex 1 subunit mu 1 [KO:K12393]","8907"
"AP1M2","adaptor related protein complex 1 subunit mu 2 [KO:K12393]","10053"
"AP1S1","adaptor related protein complex 1 subunit sigma 1 [KO:K12394]","1174"
"AP1S2","adaptor related protein complex 1 subunit sigma 2 [KO:K12394]","8905"
"AP1S3","adaptor related protein complex 1 subunit sigma 3 [KO:K12395]","130340"
"B2M","beta-2-microglobulin [KO:K08055]","567"
"CUL5","cullin 5 [KO:K10612]","8065"
"RNF7","ring finger protein 7 [KO:K10611] [EC:2.3.2.32]","9616"
"DCAF1","DDB1 and CUL4 associated factor 1 [KO:K11789] [EC:2.7.11.1]","9730"
"CUL4B","cullin 4B [KO:K10609]","8450"
"CUL4A","cullin 4A [KO:K10609]","8451"
"ATR","ATR serine/threonine kinase [KO:K06640] [EC:2.7.11.1]","545"
